image_id,width,height,n_objects,n_attributes,n_relations,attrs_per_obj,rels_per_obj
2325405,375,500,14,7,36,0.5,2.571
2410375,500,333,7,15,19,2.143,2.714
2410372,500,335,44,36,275,0.818,6.25
2375675,500,333,9,2,18,0.222,2.0
2317899,500,352,8,4,18,0.5,2.25
2319924,500,375,13,5,16,0.385,1.231
2319927,375,500,28,12,108,0.429,3.857
2406480,500,333,42,16,228,0.381,5.429
2317893,467,500,12,3,18,0.25,1.5
2364335,500,375,29,22,150,0.759,5.172
2361124,334,500,17,3,20,0.176,1.176
2359280,500,429,30,23,106,0.767,3.533
2373631,500,345,22,9,120,0.409,5.455
2362471,500,333,24,13,70,0.542,2.917
2415221,500,333,14,12,22,0.857,1.571
2319675,500,375,33,9,160,0.273,4.848
2368800,500,333,9,11,8,1.222,0.889
2365316,500,362,10,3,17,0.3,1.7
2337020,500,374,36,4,144,0.111,4.0
2338086,500,370,12,3,27,0.25,2.25
2359937,500,375,12,13,40,1.083,3.333
2341708,500,333,4,2,5,0.5,1.25
2417269,375,500,8,5,17,0.625,2.125
2400224,375,500,25,13,102,0.52,4.08
2343399,500,333,9,3,20,0.333,2.222
2394505,500,334,0,0,0,0.0,0.0
2405611,500,375,18,21,50,1.167,2.778
2382538,500,333,4,0,7,0.0,1.75
2387019,500,375,9,13,9,1.444,1.0
2388902,320,240,13,13,51,1.0,3.923
2382532,500,334,12,7,20,0.583,1.667
2388904,500,375,22,0,81,0.0,3.682
2338551,500,375,13,8,30,0.615,2.308
2348169,423,500,21,17,74,0.81,3.524
2338220,500,375,17,7,64,0.412,3.765
2401935,500,375,10,3,7,0.3,0.7
1592345,800,500,7,1,0,0.143,0.0
1592696,1024,681,24,8,88,0.333,3.667
2352604,500,333,14,15,52,1.071,3.714
2325568,500,333,7,7,15,1.0,2.143
2352351,383,500,13,4,15,0.308,1.154
2329411,500,375,4,1,1,0.25,0.25
2334446,332,500,56,38,132,0.679,2.357
2337247,500,375,23,7,62,0.304,2.696
2400089,332,500,19,11,63,0.579,3.316
2374465,500,333,16,3,39,0.188,2.438
2351669,500,334,14,3,18,0.214,1.286
2400081,500,375,8,14,17,1.75,2.125
2400080,500,375,13,20,29,1.538,2.231
2391104,500,292,15,11,22,0.733,1.467
2400084,500,375,19,12,101,0.632,5.316
2400086,390,500,8,14,3,1.75,0.375
2374131,500,375,18,12,64,0.667,3.556
2325400,333,500,12,3,16,0.25,1.333
2326930,312,500,17,7,49,0.412,2.882
2321611,375,500,25,15,110,0.6,4.4
2412235,493,500,22,29,76,1.318,3.455
2379234,500,333,21,11,49,0.524,2.333
2412943,500,333,10,19,16,1.9,1.6
2334444,500,332,13,7,34,0.538,2.615
2317630,500,334,24,13,93,0.542,3.875
2318983,500,375,30,11,96,0.367,3.2
2363784,500,333,19,10,103,0.526,5.421
2318985,500,275,7,2,5,0.286,0.714
2386698,500,134,23,14,103,0.609,4.478
2361870,500,333,24,9,57,0.375,2.375
2361871,500,225,10,4,3,0.4,0.3
2379230,500,500,20,20,57,1.0,2.85
2365174,480,320,23,6,41,0.261,1.783
2319581,500,375,14,9,10,0.643,0.714
2365176,500,375,26,15,95,0.577,3.654
2362787,500,333,3,7,4,2.333,1.333
2371946,315,500,3,3,0,1.0,0.0
2403756,333,500,18,10,55,0.556,3.056
1159600,1024,768,5,2,4,0.4,0.8
1159603,1024,768,3,1,2,0.333,0.667
2383820,500,333,18,16,48,0.889,2.667
1159605,1024,768,22,11,40,0.5,1.818
2366157,333,500,17,8,33,0.471,1.941
2402483,500,375,13,19,20,1.462,1.538
2318189,375,500,31,13,62,0.419,2.0
2336044,500,500,17,3,34,0.176,2.0
2333566,500,333,10,4,6,0.4,0.6
2956,800,600,3,0,0,0.0,0.0
2333569,500,273,5,3,2,0.6,0.4
2322236,375,500,13,7,15,0.538,1.154
2355370,375,500,27,17,65,0.63,2.407
2344868,500,500,24,6,37,0.25,1.542
2344867,500,333,27,5,105,0.185,3.889
2326033,500,357,6,7,13,1.167,2.167
2344865,500,246,16,13,27,0.812,1.688
2407446,500,333,22,12,77,0.545,3.5
2403289,500,333,15,12,57,0.8,3.8
2403578,500,375,4,4,5,1.0,1.25
2403579,500,375,18,15,28,0.833,1.556
2410507,500,375,11,15,27,1.364,2.455
2329928,500,400,3,0,2,0.0,0.667
2403570,500,333,22,12,117,0.545,5.318
2404252,500,375,17,2,29,0.118,1.706
4365,800,539,14,2,23,0.143,1.643
4364,334,223,20,1,120,0.05,6.0
2401592,375,500,23,35,29,1.522,1.261
2401595,334,500,17,28,19,1.647,1.118
713572,1024,768,25,11,62,0.44,2.48
2392907,375,500,8,5,9,0.625,1.125
2336308,500,375,7,10,3,1.429,0.429
2413546,500,332,16,14,29,0.875,1.812
2370022,500,375,18,19,66,1.056,3.667
2413541,500,333,6,0,2,0.0,0.333
2317599,500,334,27,14,163,0.519,6.037
2338723,500,333,0,0,0,0.0,0.0
2351075,333,500,30,9,89,0.3,2.967
2406071,500,332,27,2,100,0.074,3.704
4094,640,480,11,11,31,1.0,2.818
2364423,500,330,13,9,21,0.692,1.615
2409407,500,375,9,12,10,1.333,1.111
2367201,500,332,6,6,5,1.0,0.833
2334256,500,374,6,3,7,0.5,1.167
2376331,500,369,9,8,13,0.889,1.444
2359185,500,387,33,19,167,0.576,5.061
2383054,500,375,13,11,18,0.846,1.385
2332214,374,500,4,1,0,0.25,0.0
2350474,500,333,17,10,61,0.588,3.588
1592832,1024,681,15,8,37,0.533,2.467
2356862,500,375,34,11,210,0.324,6.176
2356868,500,375,14,7,26,0.5,1.857
2406719,500,375,18,10,38,0.556,2.111
2402155,500,375,21,13,45,0.619,2.143
2402157,332,500,12,4,12,0.333,1.0
2376240,333,500,20,13,50,0.65,2.5
2402622,375,500,18,11,45,0.611,2.5
2371565,333,500,23,11,47,0.478,2.043
2402620,500,352,2,0,0,0.0,0.0
2381977,500,334,24,9,77,0.375,3.208
2371568,500,375,5,5,11,1.0,2.2
2320864,500,375,30,32,92,1.067,3.067
2375442,428,500,9,5,5,0.556,0.556
2410166,500,333,15,5,30,0.333,2.0
2354599,500,375,28,8,115,0.286,4.107
2375447,500,375,24,8,29,0.333,1.208
2320648,500,334,23,8,91,0.348,3.957
2327321,333,500,6,4,8,0.667,1.333
2354593,500,375,17,4,30,0.235,1.765
2346705,375,500,16,7,58,0.438,3.625
2413152,365,500,17,16,24,0.941,1.412
2413159,500,375,28,20,115,0.714,4.107
2346709,500,375,28,14,144,0.5,5.143
2382058,500,375,31,27,164,0.871,5.29
2327071,500,334,16,1,29,0.062,1.812
2406678,500,298,27,31,92,1.148,3.407
61584,1024,770,12,2,22,0.167,1.833
2379554,500,332,7,3,16,0.429,2.286
2315558,375,500,15,9,16,0.6,1.067
2315559,332,500,12,1,13,0.083,1.083
2335655,500,500,15,8,16,0.533,1.067
2335654,258,500,20,11,77,0.55,3.85
2393365,500,427,16,13,42,0.812,2.625
1592398,1024,683,17,3,44,0.176,2.588
2331325,500,333,3,5,0,1.667,0.0
2331892,461,500,7,2,7,0.286,1.0
2335859,500,334,9,5,10,0.556,1.111
2331890,500,500,17,3,54,0.176,3.176
2331321,333,500,15,15,21,1.0,1.4
2370389,500,386,13,9,32,0.692,2.462
2399909,500,375,26,23,111,0.885,4.269
2370386,500,375,19,14,103,0.737,5.421
2331328,439,500,17,9,40,0.529,2.353
2370382,333,500,15,14,22,0.933,1.467
2399900,500,352,9,6,11,0.667,1.222
2391298,500,388,11,4,29,0.364,2.636
2349757,500,333,12,3,47,0.25,3.917
2317955,375,500,18,8,74,0.444,4.111
2371387,323,500,16,11,43,0.688,2.688
2371386,500,375,18,8,48,0.444,2.667
2324183,500,333,23,3,53,0.13,2.304
2397629,500,375,6,3,4,0.5,0.667
2409283,500,375,11,16,19,1.455,1.727
2360005,500,375,20,7,51,0.35,2.55
2360003,343,500,64,27,181,0.422,2.828
2359517,500,309,17,4,16,0.235,0.941
2356736,500,309,15,6,25,0.4,1.667
2386811,500,309,5,6,8,1.2,1.6
2364830,333,500,23,7,58,0.304,2.522
2352032,500,411,13,2,12,0.154,0.923
2352030,332,500,19,8,38,0.421,2.0
2352037,375,500,20,16,55,0.8,2.75
2411605,500,333,16,12,15,0.75,0.938
2397991,500,257,3,1,1,0.333,0.333
2374714,500,375,26,12,101,0.462,3.885
2343895,500,332,24,16,81,0.667,3.375
2397998,500,281,26,16,114,0.615,4.385
2390742,500,332,7,15,10,2.143,1.429
2415414,333,500,40,13,214,0.325,5.35
2415416,500,375,17,6,41,0.353,2.412
2389387,500,375,9,14,10,1.556,1.111
2404411,333,500,14,8,16,0.571,1.143
498234,1024,614,10,10,20,1.0,2.0
2417670,334,500,13,8,19,0.615,1.462
498237,768,1024,31,10,121,0.323,3.903
498231,1024,768,30,12,159,0.4,5.3
2386,800,600,15,3,42,0.2,2.8
2351749,500,333,14,6,14,0.429,1.0
2405500,335,500,2,3,0,1.5,0.0
2373847,345,500,17,19,35,1.118,2.059
2373844,500,375,16,4,42,0.25,2.625
2364161,500,334,24,21,106,0.875,4.417
2388222,500,333,14,3,12,0.214,0.857
2408425,500,266,13,9,22,0.692,1.692
2388227,334,500,7,6,4,0.857,0.571
2361665,500,375,28,14,135,0.5,4.821
2361664,500,375,36,11,340,0.306,9.444
2361666,333,500,19,2,39,0.105,2.053
2317403,500,335,11,12,14,1.091,1.273
713083,842,1024,10,1,8,0.1,0.8
2326858,500,375,24,8,54,0.333,2.25
2330050,500,375,21,9,62,0.429,2.952
2404734,500,374,15,14,31,0.933,2.067
2326853,500,312,10,4,18,0.4,1.8
2378057,500,333,21,4,82,0.19,3.905
2326584,500,333,14,2,23,0.143,1.643
2400057,500,500,11,5,5,0.455,0.455
2334215,375,500,4,2,1,0.5,0.25
1511,800,600,7,2,14,0.286,2.0
1841,800,600,15,17,62,1.133,4.133
2365781,500,333,16,12,76,0.75,4.75
713913,1024,688,30,13,174,0.433,5.8
2365785,500,375,7,8,6,1.143,0.857
3250,800,600,33,4,165,0.121,5.0
2337499,500,375,2,1,0,0.5,0.0
2337494,500,332,15,10,42,0.667,2.8
2167,800,601,18,17,50,0.944,2.778
2338945,500,333,14,3,56,0.214,4.0
2338940,500,500,10,8,12,0.8,1.2
2162,800,600,16,9,37,0.562,2.312
2333798,500,333,10,8,21,0.8,2.1
2351086,375,500,8,10,15,1.25,1.875
2344674,500,333,37,9,238,0.243,6.432
2333793,500,333,18,5,90,0.278,5.0
2344678,333,500,27,11,105,0.407,3.889
2407291,472,401,18,11,43,0.611,2.389
2333797,500,372,18,4,39,0.222,2.167
2388595,375,500,6,8,6,1.333,1.0
2331426,500,333,9,0,8,0.0,0.889
2340707,500,343,13,3,21,0.231,1.615
2340708,323,500,18,5,32,0.278,1.778
2358845,500,375,25,1,103,0.04,4.12
2404083,500,375,19,20,21,1.053,1.105
2416784,375,500,12,1,8,0.083,0.667
2348578,500,335,18,14,53,0.778,2.944
1592751,1024,768,20,16,22,0.8,1.1
2353747,500,332,17,10,36,0.588,2.118
1592755,1024,683,7,7,25,1.0,3.571
2352293,500,400,12,6,15,0.5,1.25
2358597,500,346,17,5,62,0.294,3.647
2344499,375,500,9,5,9,0.556,1.0
2344492,333,500,24,18,48,0.75,2.0
2344490,500,375,9,2,12,0.222,1.333
2319119,500,374,14,10,21,0.714,1.5
2362649,500,375,31,16,342,0.516,11.032
2319110,500,333,7,7,4,1.0,0.571
2362311,500,375,20,6,79,0.3,3.95
2373158,500,338,8,4,3,0.5,0.375
2320691,500,333,21,5,101,0.238,4.81
2373157,500,333,18,8,66,0.444,3.667
2400147,500,444,26,22,102,0.846,3.923
2405421,500,333,11,7,29,0.636,2.636
2400415,500,332,18,8,57,0.444,3.167
2369690,500,500,13,7,29,0.538,2.231
2369691,500,375,15,3,22,0.2,1.467
2329061,333,500,24,13,54,0.542,2.25
2369693,500,325,18,8,35,0.444,1.944
2367928,334,500,9,4,0,0.444,0.0
2859,800,600,10,1,32,0.1,3.2
2377385,374,500,15,7,17,0.467,1.133
2403147,500,375,27,13,85,0.481,3.148
2372158,350,233,9,10,21,1.111,2.333
2372157,500,375,8,10,47,1.25,5.875
2367922,500,375,24,16,76,0.667,3.167
2377926,333,500,25,9,107,0.36,4.28
2372402,375,500,13,5,11,0.385,0.846
2348397,500,251,28,9,109,0.321,3.893
2345454,500,375,12,13,8,1.083,0.667
2350824,500,500,19,11,23,0.579,1.211
2382835,500,497,23,26,112,1.13,4.87
2410951,500,375,14,9,28,0.643,2.0
2376243,500,333,13,12,8,0.923,0.615
2393626,500,334,10,6,15,0.6,1.5
2413307,500,333,24,17,67,0.708,2.792
2402361,500,375,25,14,96,0.56,3.84
2402811,500,333,18,17,10,0.944,0.556
2343615,500,228,10,4,20,0.4,2.0
2349159,500,319,19,19,52,1.0,2.737
2354461,500,333,41,10,197,0.244,4.805
2329607,375,500,14,5,5,0.357,0.357
2349150,500,333,14,7,31,0.5,2.214
1270,600,426,25,12,198,0.48,7.92
2391802,500,335,26,12,132,0.462,5.077
2377657,333,500,31,27,156,0.871,5.032
2343942,500,375,25,19,117,0.76,4.68
2349114,500,375,12,9,17,0.75,1.417
2381560,500,334,18,16,82,0.889,4.556
2381562,500,331,6,9,8,1.5,1.333
2398529,414,500,4,0,0,0.0,0.0
2381569,500,333,26,11,136,0.423,5.231
2398522,391,500,11,4,16,0.364,1.455
2393198,424,500,11,11,9,1.0,0.818
2366528,500,281,24,1,16,0.042,0.667
2393192,500,333,7,3,2,0.429,0.286
2366520,500,374,14,7,3,0.5,0.214
2351718,500,333,19,11,123,0.579,6.474
2351241,375,500,25,17,59,0.68,2.36
2351714,500,500,28,19,85,0.679,3.036
2350598,500,376,13,6,36,0.462,2.769
2360257,376,500,42,10,282,0.238,6.714
2394146,500,376,22,14,100,0.636,4.545
2371515,333,500,30,18,93,0.6,3.1
2371178,375,500,31,39,169,1.258,5.452
2371179,500,318,5,4,10,0.8,2.0
2376384,500,375,18,20,57,1.111,3.167
2371170,500,315,11,3,28,0.273,2.545
2371171,500,500,15,9,6,0.6,0.4
2356321,500,333,17,16,56,0.941,3.294
2322918,333,500,8,1,6,0.125,0.75
2401435,500,333,22,12,58,0.545,2.636
2375878,500,375,20,17,87,0.85,4.35
2326202,375,500,21,13,72,0.619,3.429
2392572,500,375,10,7,18,0.7,1.8
2315969,500,334,15,1,39,0.067,2.6
2416808,500,375,7,5,0,0.714,0.0
150264,1024,680,11,14,23,1.273,2.091
2347669,500,332,10,3,13,0.3,1.3
2371719,500,335,20,13,84,0.65,4.2
2378834,500,333,19,12,37,0.632,1.947
2378833,500,500,18,19,59,1.056,3.278
2350013,500,333,4,2,0,0.5,0.0
2340943,500,332,5,3,7,0.6,1.4
2324513,500,375,4,1,2,0.25,0.5
2340945,333,500,13,10,20,0.769,1.538
2324515,375,500,13,13,45,1.0,3.462
2340946,375,500,65,18,623,0.277,9.585
4138,800,600,14,3,34,0.214,2.429
2320982,375,500,10,5,12,0.5,1.2
2320984,500,333,3,0,3,0.0,1.0
2349842,500,494,13,3,31,0.231,2.385
2336513,500,333,13,6,18,0.462,1.385
2386032,500,500,17,10,50,0.588,2.941
2336511,500,333,35,6,194,0.171,5.543
2319168,500,375,26,10,106,0.385,4.077
2346397,500,333,9,6,13,0.667,1.444
2331158,500,317,23,13,99,0.565,4.304
2340293,500,375,25,6,88,0.24,3.52
2330209,500,338,19,9,61,0.474,3.211
2395292,500,281,9,10,10,1.111,1.111
2340490,375,500,16,5,30,0.312,1.875
2395921,338,500,11,10,19,0.909,1.727
2340495,500,375,23,7,53,0.304,2.304
2347918,500,333,14,7,18,0.5,1.286
2316641,500,334,10,5,14,0.5,1.4
2328094,500,375,10,2,7,0.2,0.7
2401045,500,334,19,20,71,1.053,3.737
2320189,315,500,34,6,140,0.176,4.118
2320183,500,332,15,1,41,0.067,2.733
2320180,500,500,37,4,250,0.108,6.757
2414667,500,500,10,10,15,1.0,1.5
2358034,333,500,30,5,36,0.167,1.2
2414662,500,500,9,5,12,0.556,1.333
2356502,500,333,8,5,7,0.625,0.875
2353024,500,333,13,7,30,0.538,2.308
2325003,500,375,17,11,48,0.647,2.824
1591822,1024,768,23,14,122,0.609,5.304
2320327,500,375,10,13,22,1.3,2.2
4548,413,310,22,9,50,0.409,2.273
2325137,500,375,10,4,13,0.4,1.3
2320456,500,333,29,12,103,0.414,3.552
2325132,500,375,17,8,30,0.471,1.765
2396474,500,333,20,2,45,0.1,2.25
2364317,500,333,15,12,48,0.8,3.2
2364312,500,500,27,2,105,0.074,3.889
2352995,500,375,16,12,33,0.75,2.062
2323989,333,500,14,4,33,0.286,2.357
2410316,500,325,8,8,14,1.0,1.75
2315616,500,334,8,3,1,0.375,0.125
2321582,375,500,35,17,109,0.486,3.114
2315613,374,500,29,19,98,0.655,3.379
2374388,500,375,45,21,306,0.467,6.8
2370278,500,375,8,7,9,0.875,1.125
2414404,500,281,23,10,46,0.435,2.0
2413365,375,500,10,10,20,1.0,2.0
2387253,500,459,19,20,20,1.053,1.053
2594,800,600,9,4,24,0.444,2.667
2384789,500,500,9,8,22,0.889,2.444
2337002,500,333,23,1,146,0.043,6.348
2373388,333,500,12,5,13,0.417,1.083
2381360,500,375,31,6,85,0.194,2.742
2337001,500,375,28,21,154,0.75,5.5
2384787,500,500,29,16,181,0.552,6.241
2327860,500,331,23,0,100,0.0,4.348
2394522,330,500,9,2,5,0.222,0.556
2399046,500,375,10,4,11,0.4,1.1
2394525,500,333,25,12,108,0.48,4.32
2352199,500,375,29,15,108,0.517,3.724
2354201,375,500,15,9,40,0.6,2.667
2387787,500,327,17,16,34,0.941,2.0
2367962,500,375,20,2,47,0.1,2.35
2343376,500,375,21,5,71,0.238,3.381
2405635,500,375,12,9,21,0.75,1.75
2339153,500,337,10,0,29,0.0,2.9
2397873,500,375,7,11,16,1.571,2.286
2335351,373,500,16,15,61,0.938,3.812
2382557,500,333,13,14,20,1.077,1.538
2338200,500,333,17,21,62,1.235,3.647
2621,800,534,8,0,4,0.0,0.5
2627,800,533,6,4,4,0.667,0.667
2381096,333,500,7,10,0,1.429,0.0
2378224,500,331,32,9,210,0.281,6.562
2401955,500,375,24,13,112,0.542,4.667
2352371,500,333,14,5,28,0.357,2.0
2334602,500,323,18,11,52,0.611,2.889
2352377,340,500,21,4,82,0.19,3.905
2352379,500,333,15,5,51,0.333,3.4
2334605,500,375,9,8,26,0.889,2.889
2415333,500,362,3,2,4,0.667,1.333
2321325,500,331,5,4,4,0.8,0.8
2411045,371,500,14,15,8,1.071,0.571
2326447,500,399,12,0,33,0.0,2.75
2326440,500,396,15,6,31,0.4,2.067
2326449,333,500,7,4,0,0.571,0.0
2384672,500,331,19,6,91,0.316,4.789
2415204,333,500,16,20,50,1.25,3.125
2362410,500,357,44,18,215,0.409,4.886
2365375,500,333,21,13,74,0.619,3.524
2415750,500,375,16,17,20,1.062,1.25
2355973,500,333,15,10,49,0.667,3.267
2362419,333,500,31,13,103,0.419,3.323
2362418,500,334,19,13,54,0.684,2.842
2316424,500,333,22,22,33,1.0,1.5
1159992,1024,768,1,0,0,0.0,0.0
2369739,334,500,12,13,17,1.083,1.417
2361852,500,382,22,13,28,0.591,1.273
2412962,500,375,13,9,12,0.692,0.923
2414613,333,500,15,12,10,0.8,0.667
2361858,333,500,16,11,22,0.688,1.375
2316648,500,375,20,7,20,0.35,1.0
2380419,500,347,21,29,72,1.381,3.429
1592323,1024,690,39,11,246,0.282,6.308
2384254,500,375,14,13,47,0.929,3.357
2383204,500,375,16,8,35,0.5,2.188
2316693,500,375,19,3,42,0.158,2.211
1592329,1024,683,26,7,177,0.269,6.808
2316696,500,375,28,15,141,0.536,5.036
2322741,500,334,20,7,101,0.35,5.05
2322211,333,500,24,11,92,0.458,3.833
2383807,500,400,12,9,35,0.75,2.917
2322748,375,500,32,9,85,0.281,2.656
778,800,600,28,3,106,0.107,3.786
2400609,500,375,41,16,225,0.39,5.488
2411437,374,500,18,11,76,0.611,4.222
2316052,329,500,26,9,73,0.346,2.808
2412731,500,375,41,12,242,0.293,5.902
2388786,500,333,9,3,5,0.333,0.556
2384098,500,333,11,8,22,0.727,2.0
2976,800,600,6,2,8,0.333,1.333
2333581,375,500,12,11,23,0.917,1.917
2407434,500,333,24,13,152,0.542,6.333
2404271,288,500,8,4,0,0.5,0.0
2365993,375,500,26,18,102,0.692,3.923
2403557,500,281,21,7,61,0.333,2.905
2404275,500,359,5,3,0,0.6,0.0
2344801,375,500,42,28,302,0.667,7.19
2380573,375,500,30,13,121,0.433,4.033
2395738,500,333,17,8,46,0.471,2.706
2395732,333,500,29,8,86,0.276,2.966
2342151,500,399,21,13,72,0.619,3.429
2349456,500,364,18,3,8,0.167,0.444
2319865,499,500,18,12,43,0.667,2.389
2361210,500,375,24,1,58,0.042,2.417
2416372,500,500,22,11,100,0.5,4.545
2388360,500,334,17,7,45,0.412,2.647
2392969,500,375,16,10,48,0.625,3.0
2367044,500,326,28,5,106,0.179,3.786
2361213,500,375,34,17,218,0.5,6.412
2413569,500,334,7,2,10,0.286,1.429
2346895,323,500,25,13,31,0.52,1.24
3121,800,600,20,5,40,0.25,2.0
2332188,500,333,10,10,3,1.0,0.3
2413563,500,286,13,5,46,0.385,3.538
3124,800,600,34,13,124,0.382,3.647
2413561,500,302,12,12,58,1.0,4.833
2325349,500,333,22,12,155,0.545,7.045
2404227,500,375,22,15,54,0.682,2.455
2351509,387,500,16,11,37,0.688,2.312
2354756,500,375,16,7,60,0.438,3.75
2405707,500,375,19,9,54,0.474,2.842
2337559,376,500,8,2,5,0.25,0.625
2323165,500,167,10,4,19,0.4,1.9
2323166,500,375,15,5,11,0.333,0.733
2323162,500,375,22,9,117,0.409,5.318
3122,800,600,5,1,2,0.2,0.4
2367590,500,375,12,6,11,0.5,0.917
2345405,500,333,33,7,195,0.212,5.909
2358626,375,500,13,10,25,0.769,1.923
2358623,500,333,25,15,163,0.6,6.52
2406733,375,500,19,15,67,0.789,3.526
2406734,500,333,36,12,327,0.333,9.083
2335519,500,333,16,6,49,0.375,3.062
2406720,500,333,19,7,64,0.368,3.368
2382312,500,281,9,8,14,0.889,1.556
2347546,500,335,12,6,16,0.5,1.333
2356881,500,333,8,3,2,0.375,0.25
2389431,500,375,14,6,22,0.429,1.571
2394067,500,375,11,13,30,1.182,2.727
1012,800,600,3,2,0,0.667,0.0
2394417,500,333,19,9,40,0.474,2.105
2381953,500,375,18,11,74,0.611,4.111
2376266,500,375,27,23,104,0.852,3.852
2371541,333,500,16,12,15,0.75,0.938
2376260,375,500,14,5,33,0.357,2.357
2394069,500,333,0,0,0,0.0,0.0
2341268,500,337,6,1,7,0.167,1.167
2331523,375,500,6,3,2,0.5,0.333
2320669,500,226,19,10,45,0.526,2.368
2372224,500,500,12,8,19,0.667,1.583
2320845,500,375,12,9,22,0.75,1.833
2325830,500,375,18,9,42,0.5,2.333
2375467,375,500,26,7,102,0.269,3.923
2410143,500,333,16,16,29,1.0,1.812
2320665,500,333,32,21,81,0.656,2.531
2406656,327,500,18,13,29,0.722,1.611
2406655,330,500,17,11,26,0.647,1.529
2399130,500,334,6,9,8,1.5,1.333
2382034,500,271,14,5,37,0.357,2.643
2405383,492,500,23,20,88,0.87,3.826
2405382,500,500,14,16,30,1.143,2.143
1160250,640,480,2,0,1,0.0,0.5
2406659,500,333,18,4,30,0.222,1.667
2323938,500,332,6,7,8,1.167,1.333
2027,800,600,10,2,16,0.2,1.6
2334548,500,333,14,5,5,0.357,0.357
2393383,375,500,12,18,41,1.5,3.417
2393381,500,282,17,9,31,0.529,1.824
2371241,499,500,34,13,177,0.382,5.206
2395204,500,333,21,9,119,0.429,5.667
713018,1024,749,25,18,102,0.72,4.08
2328411,500,375,5,2,2,0.4,0.4
2397602,500,381,31,11,168,0.355,5.419
2357229,500,326,9,7,24,0.778,2.667
2397600,500,315,31,25,188,0.806,6.065
2350905,432,288,7,3,7,0.429,1.0
2382787,500,375,24,8,62,0.333,2.583
2324733,500,500,7,4,5,0.571,0.714
2318394,500,500,23,13,67,0.565,2.913
2318396,333,500,17,15,44,0.882,2.588
2318392,500,333,22,11,103,0.5,4.682
2353125,333,500,11,7,19,0.636,1.727
2360067,334,500,22,12,46,0.545,2.091
498032,1024,768,16,5,56,0.312,3.5
2359539,500,331,32,16,182,0.5,5.688
2378447,381,500,12,3,1,0.25,0.083
2359534,333,500,19,11,17,0.579,0.895
286080,1024,768,11,3,24,0.273,2.182
2393949,200,500,14,9,14,0.643,1.0
2357048,500,332,13,4,20,0.308,1.538
286084,1024,660,11,8,20,0.727,1.818
2342106,500,375,38,11,184,0.289,4.842
2321131,500,333,23,10,49,0.435,2.13
2374736,375,500,13,6,7,0.462,0.538
2401384,500,333,15,10,25,0.667,1.667
2383780,500,375,22,12,66,0.545,3.0
2401381,500,375,18,17,43,0.944,2.389
2390896,500,360,17,17,47,1.0,2.765
2347055,500,335,21,15,69,0.714,3.286
2347052,376,500,21,5,18,0.238,0.857
2347053,500,375,18,4,96,0.222,5.333
2404476,429,500,13,11,31,0.846,2.385
1593116,768,1024,15,0,59,0.0,3.933
2378669,500,330,13,9,23,0.692,1.769
2407920,412,500,18,5,26,0.278,1.444
2417696,333,500,13,10,14,0.769,1.077
2342100,500,396,30,9,189,0.3,6.3
2363,800,600,24,19,116,0.792,4.833
2378194,500,375,15,2,29,0.133,1.933
2378665,500,395,16,14,70,0.875,4.375
2364109,500,375,23,8,71,0.348,3.087
2373014,500,333,21,16,54,0.762,2.571
2414341,400,500,11,11,12,1.0,1.091
2408154,500,375,25,24,60,0.96,2.4
2333006,500,332,9,1,15,0.111,1.667
2364106,500,375,14,9,26,0.643,1.857
2388204,333,500,2,2,0,1.0,0.0
2415694,500,375,10,3,16,0.3,1.6
3729,800,534,19,0,78,0.0,4.105
2404711,500,357,18,16,83,0.889,4.611
2415698,333,500,10,16,16,1.6,1.6
2404712,375,500,15,13,26,0.867,1.733
4930,384,256,4,3,6,0.75,1.5
4684,375,500,6,2,15,0.333,2.5
4933,420,279,11,4,15,0.364,1.364
2328249,500,333,15,8,31,0.533,2.067
2384063,500,281,8,8,26,1.0,3.25
2384060,500,332,30,15,283,0.5,9.433
2328240,500,333,21,13,66,0.619,3.143
2384067,500,324,0,0,0,0.0,0.0
2392936,500,500,10,14,16,1.4,1.6
2106,800,600,12,17,53,1.417,4.417
2358823,500,333,15,8,48,0.533,3.2
2355500,500,333,21,4,122,0.19,5.81
2333915,500,333,7,3,9,0.429,1.286
2353765,333,500,20,9,25,0.45,1.25
2356314,333,500,13,8,22,0.615,1.692
2363089,500,375,12,8,16,0.667,1.333
2353763,500,392,12,7,27,0.583,2.25
2341539,500,375,16,7,55,0.438,3.438
2348558,500,334,21,7,21,0.333,1.0
2354468,500,333,12,3,16,0.25,1.333
2342988,500,333,21,12,98,0.571,4.667
2348557,500,375,23,11,71,0.478,3.087
2355999,500,375,17,4,11,0.235,0.647
2317427,500,333,27,7,68,0.259,2.519
2400386,500,364,8,8,8,1.0,1.0
2391757,500,372,7,15,7,2.143,1.0
2369507,500,333,21,23,121,1.095,5.762
2317428,500,375,19,14,56,0.737,2.947
2319137,375,500,19,12,85,0.632,4.474
2362334,500,335,15,12,39,0.8,2.6
2327652,500,333,28,3,74,0.107,2.643
2362629,500,333,22,8,81,0.364,3.682
2373170,500,356,4,4,2,1.0,0.5
2389153,500,375,20,17,31,0.85,1.55
2389152,500,333,24,14,208,0.583,8.667
2332755,500,333,12,4,16,0.333,1.333
2319425,500,311,17,2,39,0.118,2.294
2389156,500,500,2,2,2,1.0,1.0
1159850,1024,768,10,6,36,0.6,3.6
2343586,500,375,13,9,39,0.692,3.0
260,640,480,15,9,25,0.6,1.667
